IdFanModel,Model,Voltage,Frequency,Link,Giri,PotenzaAssorbita,CorrenteAssorbita,Xmin,Xmax,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,PotenzaSonora,PressioneSonora
245,"FN050-4DK.4I0.V7P1",380,60,0,1400,1100,1.9,4406,10203,4406,5259,6000,6812,7442,8000,8132,9198,10000,10203,0,190,182,169,150,128,105,100,50,10,0,0,0,0
246,"FN050-4DK.4I0.V7P1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,"FN035-4DK.OF.V7P2",400,50,0,1390,190,0.4,1458,2825,1458,1625,1813,2029,2200,2354,2500,2608,2729,2825,0,72,67,61,53,47,38,30,23,15,8,0,0,0
248,"FN035-4DK.OF.V7P2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,"FN035-4DK.OF0.V7P2",380,60,0,1560,280,0.48,1900,3475,1900,2142,2383,2625,2800,2963,3108,3246,3367,3475,0,118,107,96,83,70,58,47,35,23,11,0,0,0
250,"FN035-4DK.OF0.V7P2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"FN056-4DK.4M.V7P2",400,50,0,1280,1050,2.2,5448,11333,5448,6000,7000,7724,8000,9242,10000,10425,11023,11333,0,198,188,169,150,143,100,70,50,18,0,0,0,0
252,"FN056-4DK.4M.V7P2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,"FN056-4DK.4M0.V7P2",400,60,0,1320,1350,2.6,5403,12356,5403,6000,6966,8000,8333,9173,10000,11310,12000,12356,0,201,195,181,158,150,127,100,50,17,0,0,0,0
254,"FN056-4DK.4M0.V7P2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,"FN063-4DK.6N.V7P6",400,50,0,1400,1750,3.7,8265,16735,8265,9256,10000,11012,11942,13533,14504,15000,15806,16735,0,248,237,220,200,181,150,100,84,50,0,0,0,0
256,"FN063-4DK.6N.V7P6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,"FN063-4DK.6N0.V7P6",400,60,0,1580,2800,4.8,10248,19422,10248,10703,11674,13037,14793,15000,16240,17500,18512,19422,0,309,300,282,250,200,194,150,100,50,0,0,0,0
258,"FN063-4DK.6N0.V7P6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,"RT-250",480,60,0,2400,120,0.21,50,1054,50,131,274,324,350,455,622,650,831,950,1054,102,100,90,80,76,60,40,37,20,9,0,61,61
260,"RT-250",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,"RT-300",480,60,0,2500,108,0.29,1264,2500,1264,1400,1523,1700,1800,2000,2100,2227,2379,2400,2500,120,109,100,87,80,66,58,40,20,17,0,63,63
262,"RT-300",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
