IDCompressor,Description,CMax,CStart,Var01,Var02,Var03,Var04,Var05,Var06,Var07,Var08,Var09,Var10,Var11,Var12,FattMolt,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24
8401,"RC2-1530AV",0,0,182530,5808,-5180.47,186.473,-313.586,189.948,1.9872,-5.0607,4.045,-0.8381,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8402,"RC2-180AV",0,0,21291,682.35,-619.7,21.785,-36.846,22.46,0.2328,-0.5907,0.475,-0.1014,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8403,"RC2-200AV",0,0,25324,791.76,-792,24.623,-44.843,28.943,0.2717,-0.6979,0.6046,-0.15,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8404,"RC2-230AV",0,0,30351,996.28,-880.4400000000001,31.223,-54.89,32.848,0.3227,-0.8633,0.7241,-0.1563,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8405,"RC2-260AV",0,0,31131,1019.47,-899.96,32.002,-56.118,33.588,0.3313,-0.8842,0.7396,-0.159,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8406,"RC2-300AV",0,0,36663,1181.77,-1088.51,37.559,-63.819,39.097,0.4023,-1.0178,0.8224,-0.1796,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8407,"RC2-310AV",0,0,39298,1270.71,-1179.4,40.286,-68.626,42.156,0.432,-1.0913,0.8841,-0.1954,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8408,"RC2-320AV",0,0,35800,1147.08,-896.91,37.268,-61.376,34.94,0.3738,-1.0082,0.7897,-0.1366,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8409,"RC2-340AV",0,0,41575,1330.61,-1204.32,42.527,-71.849,43.744,0.4542,-1.1533,0.9264,-0.1966,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8410,"RC2-370AV",0,0,41493,1320.04,-1028.13,43.016,-70.678,40.267,0.4326,-1.1648,0.91,-0.1556,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8411,"RC2-410AV",0,0,49865,1590.95,-1428.73,50.972,-85.902,52.157,0.5437,-1.3829,1.1078,-0.2321,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8412,"RC2-430AV",0,0,54256,1739.35,-1610.53,55.057,-94.71299999999999,58.283,0.5928,-1.5035,1.2304,-0.2719,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8413,"RC2-470AV",0,0,54062,1777.71,-1438.18,57.898,-95.36,54.438,0.5982,-1.5632,1.2258,-0.2258,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8414,"RC2-510AV",0,0,58949,1959.99,-1596.77,63.604,-105.068,59.931,0.6564,-1.7149,1.3493,-0.253,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8415,"RC2-550AV",0,0,61687,1970.79,-1564.62,64.803,-105.903,60.584,0.6716,-1.7562,1.3648,-0.2398,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8416,"RC2-580AV",0,0,59167,1701.55,-1247.45,57.941,-92.011,53.034,0.6047,-1.5917,1.1971,-0.1705,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8417,"RC2-620AV",0,0,67785,2143.12,-1663.43,70.02200000000001,-114.814,65.458,0.7058,-1.8978,1.4792,-0.2505,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8418,"RC2-710AV",0,0,77892,2454.29,-1901.32,80.306,-131.527,75.014,0.8105,-2.1776,1.6951,-0.2854,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8419,"RC2-790AV",0,0,81890,2446.23,-1836.83,81.908,-131.773,75.614,0.8431,-2.2379,1.7076,-0.262,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8420,"RC2-830AV",0,0,91025,2822.23,-2166.43,92.983,-151.477,86.55,0.944,-2.5271,1.9554,-0.3205,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8421,"RC2-930AV",0,0,97752,2740.75,-1975.74,94.40300000000001,-148.596,85.91,0.9943,-2.6026,1.9386,-0.2617,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8422,"RC2-1020AVI",0,0,33178,329.24,2213.62,87.867,-71.532,18.024,1.1943,-2.6931,1.4007,0.1623,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8423,"RC2-1270AVI",0,0,26617,-768.12,3992.67,81.19499999999999,-29.819,-9.068,1.2912,-2.6797,1.0324,0.4599,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8424,"RC2-140AVI",0,0,5507,105.14,174.34,12.527,-13.598,5.725,0.1695,-0.3913,0.2486,-0.0113,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8425,"RC2-260AVI",0,0,9968,170.22,352.47,22.834,-23.535,9.634,0.3136,-0.7102000000000001,0.4344,-0.0104,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8426,"RC2-300AVI",0,0,12197,200.88,363.27,26.847,-26.107,11.258,0.3782,-0.8142,0.4689,-0.0066,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8427,"RC2-340AVI",0,0,13439,202.57,465.26,30.207,-28.479,11.729,0.4266,-0.9192,0.5199,0.0024,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8428,"RC2-410AVI",0,0,15914,229.75,585.9400000000001,36.106,-33.567,13.524,0.5104,-1.1003,0.6173,0.008,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8429,"RC2-470AVI",0,0,15791,238.99,832.14,41.02,-36.191,10.92,0.5604,-1.2421,0.6711,0.0444,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8430,"RC2-550AVI",0,0,17045,194.25,1083.35,44.882,-37.42,9.832000000000001,0.6055,-1.371,0.7218,0.07530000000000001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8431,"RC2-620AVI",0,0,18012,137.93,1289.4,48.126,-37.744,8.855,0.6615,-1.4826,0.7568,0.1011,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8432,"RC2-100B",0,0,25743,898.45,-1178.41,17.612,-42.032,29.788,0.1483,-0.4514,0.4893,-0.1718,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8433,"RC2-1020B",0,0,239613,8115.88,-10071.86,156.984,-361.333,248.195,1.1978,-3.8755,4.0053,-1.2548,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8434,"RC2-1130B",0,0,281947,9895,-12237.88,192.347,-442.538,300.385,1.4488,-4.7237,4.9175,-1.5723,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8435,"RC2-1270B",0,0,278703,8503.34,-11024.24,159.437,-372.84,272.234,1.2912,-3.979,4.0837,-1.2705,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8436,"RC2-140B",0,0,34958,1244.31,-1600.61,24.326,-56.7,39.42,0.1978,-0.6029,0.6397,-0.2202,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8437,"RC2-1530B",0,0,350869,12263.87,-15173.5,238.262,-548.204,372.607,1.7973,-5.8548,6.09,-1.9428,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8438,"RC2-180B",0,0,40795,1437.09,-1776.72,27.95,-64.30200000000001,43.593,0.2102,-0.6860000000000001,0.7147,-0.229,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8439,"RC2-200B",0,0,49092,1766.04,-2222.61,34.585,-81.22,55.457,0.2709,-0.8676,0.9288999999999999,-0.3113,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8440,"RC2-230B",0,0,63399,2259.04,-2894.51,44.208,-102.276,70.902,0.3558,-1.0881,1.1456,-0.392,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8441,"RC2-260B",0,0,64790,2305.67,-2949.08,45.113,-104.321,72.251,0.3622,-1.1104,1.168,-0.3982,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8442,"RC2-300B",0,0,70064,2483.77,-3068.95,48.347,-111.222,75.246,0.3629,-1.1856,1.2367,-0.3976,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8443,"RC2-310B",0,0,74991,2667.69,-3295.13,51.952,-119.508,80.761,0.3894,-1.2734,1.3292,-0.4282,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8444,"RC2-320B",0,0,70336,2382.84,-2957.06,46.092,-106.091,72.867,0.3517,-1.1378,1.176,-0.3685,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8445,"RC2-340B",0,0,79710,2803.77,-3466.88,54.519,-125.429,85.075,0.4103,-1.3385,1.394,-0.4463,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8446,"RC2-370B",0,0,81543,2752.67,-3417.21,53.219,-122.5,84.23999999999999,0.4066,-1.3145,1.3576,-0.4245,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8447,"RC2-410B",0,0,95738,3356.1,-4151.19,65.22799999999999,-150.075,101.906,0.4915,-1.6022,1.6675,-0.5328000000000001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8448,"RC2-470B",0,0,106033,3665.27,-4539.67,71.09999999999999,-163.611,111.615,0.5385,-1.7499,1.8162,-0.5758,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8449,"RC2-510B",0,0,115557,4019.32,-4975.23,78.035,-179.556,122.24,0.5897,-1.9189,1.994,-0.6344,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8450,"RC2-550B",0,0,121155,4121.52,-5112.66,79.771,-183.601,125.927,0.6077,-1.968,2.0358,-0.6394,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8451,"RC2-580B",0,0,118397,3760.27,-4787.53,71.574,-166.022,118.234,0.5695,-1.7798,1.8286,-0.5693,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8452,"RC2-620B",0,0,133249,4484.11,-5568.34,86.655,-199.472,137.318,0.6627999999999999,-2.1413,2.2101,-0.6897,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8453,"RC2-710B",0,0,153140,5144.67,-6389.7,99.396,-228.806,157.603,0.7607,-2.4568,2.5348,-0.7902,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8454,"RC2-790B",0,0,161348,5280.15,-6575.08,101.625,-234.014,162.662,0.7855,-2.522,2.5875,-0.7936,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8455,"RC2-830B",0,0,179079,5968.09,-7418.24,115.172,-265.147,183.139,0.8841,-2.8502,2.9357,-0.9108000000000001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8456,"RC2-930B",0,0,195354,6142.67,-7806.33,116.858,-270.816,193.163,0.9311,-2.9118,2.9812,-0.9174,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8457,"RC2-100B",0,0,15132,260.68,-157.15,2.575,-11.731,10.01,0.0137,-0.1096,0.1725,-0.0329,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8458,"RC2-1020B",0,0,162254,3287.55,-1943.16,40.098,-135.15,102.83,0.2139,-1.246,1.7761,-0.2832,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8459,"RC2-1130B",0,0,180079,3705.85,-2187.87,46.106,-150.554,113.41,0.2496,-1.3853,1.951,-0.3041,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8460,"RC2-1270B",0,0,202844,4154.26,-2454.84,50.827,-168.107,127.292,0.2672,-1.5269,2.1775,-0.3379,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8461,"RC2-140B",0,0,20785,391.63,-221.16,4.408,-17.056,13.225,0.0244,-0.1607,0.2389,-0.0381,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8462,"RC2-1530B",0,0,233613,4758.24,-2790.2,57.665,-192.308,145.866,0.2986,-1.7424,2.4946,-0.3817,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8463,"RC2-180B",0,0,26909,541.73,-328.4,6.676,-22.851,17.496,0.0379,-0.2155,0.3055,-0.0521,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8464,"RC2-200B",0,0,28824,554.33,-316.39,6.445,-23.825,18.358,0.0357,-0.225,0.3286,-0.0526,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8465,"RC2-230B",0,0,37355,752.01,-455.9,9.268000000000001,-31.725,24.291,0.0527,-0.2993,0.4241,-0.0723,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8466,"RC2-260B",0,0,38516,775.8099999999999,-469.9,9.558999999999999,-32.683,25.018,0.0542,-0.3079,0.4365,-0.0742,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8467,"RC2-300B",0,0,42787,866.12,-510.52,10.534,-35.545,27.048,0.0559,-0.3271,0.4668,-0.07389999999999999,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8468,"RC2-310B",0,0,47581,970.09,-598.53,12.095,-40.587,31.128,0.06809999999999999,-0.3799,0.5374,-0.09370000000000001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8469,"RC2-320B",0,0,48520,986.49,-588.95,12.155,-40.805,31.035,0.06619999999999999,-0.3787,0.5376,-0.0878,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8470,"RC2-340B",0,0,51147,1038.25,-617.02,12.733,-42.825,32.577,0.0687,-0.3963,0.5635,-0.0911,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8471,"RC2-370B",0,0,55241,1120.85,-665.21,13.728,-46.194,35.141,0.0738,-0.4271,0.6077,-0.0979,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8472,"RC2-410B",0,0,61200,1248.72,-753.09,15.544,-51.977,39.517,0.0863,-0.4856,0.6865,-0.1149,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8473,"RC2-470B",0,0,70888,1453.66,-854.51,17.965,-58.995,44.502,0.0963,-0.5415,0.7651,-0.1183,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8474,"RC2-510B",0,0,75674,1535.53,-911.48,18.81,-63.291,48.148,0.1012,-0.5852000000000001,0.8326,-0.1342,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8475,"RC2-550B",0,0,83749,1724.94,-1019.43,21.495,-70.095,52.784,0.1166,-0.6453,0.9082,-0.1419,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8476,"RC2-580B",0,0,89530,1811.84,-1067.17,22.02,-74.324,56.557,0.1166,-0.6836,0.9759,-0.1543,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8477,"RC2-620B",0,0,93046,1902.52,-1146.34,23.385,-77.747,59.3,0.1255,-0.7109,1.0137,-0.1653,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8478,"RC2-710B",0,0,108312,2234.31,-1322.95,27.924,-90.83499999999999,68.361,0.1522,-0.8372000000000001,1.1765,-0.1844,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8479,"RC2-790B",0,0,120728,2461.74,-1481.97,30.588,-102.353,77.82299999999999,0.1693,-0.9552,1.3512,-0.2252,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8480,"RC2-830B",0,0,128365,2611.93,-1555.92,31.837,-107.122,81.47799999999999,0.1692,-0.9799,1.4034,-0.225,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8481,"RC2-930B",0,0,142633,2935.38,-1733.09,36.523,-119.254,89.831,0.1977,-1.0973,1.5454,-0.2409,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8482,"RC2-100B",0,0,19194,741.6,-490.87,20.518,-30.761,17.709,0.2503,-0.4461,0.3638,-0.0832,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8483,"RC2-1020B",0,0,170573,5684.89,-2760.24,146.109,-198.422,110.063,1.8314,-2.7888,2.0838,-0.2068,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8484,"RC2-1130B",0,0,184508,6149.32,-2985.74,158.045,-214.632,119.054,1.981,-3.0166,2.2541,-0.2237,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8485,"RC2-1270B",0,0,220018,7332.82,-3560.38,188.463,-255.94,141.968,2.3623,-3.5972,2.6879,-0.2667,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8486,"RC2-140B",0,0,26361,1020.62,-711.83,26.891,-41.837,24.429,0.3117,-0.5784,0.4864,-0.1152,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8487,"RC2-1530B",0,0,248025,8266.24,-4013.59,212.453,-288.52,160.039,2.663,-4.0551,3.03,-0.3007,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8488,"RC2-180B",0,0,30664,1139.91,-693.96,30.105,-44.109,24.772,0.3601,-0.6186,0.4932,-0.09279999999999999,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8489,"RC2-200B",0,0,35085,1322.55,-823.67,35.012,-51.759,29.093,0.4151,-0.7252,0.5824,-0.1146,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8490,"RC2-230B",0,0,41837,1553.95,-944.7,41.034,-60.089,33.745,0.4911,-0.8427,0.6716,-0.1261,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8491,"RC2-260B",0,0,46299,1736.07,-1072.04,45.918,-67.654,38.015,0.5462,-0.9482,0.7594,-0.147,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8492,"RC2-300B",0,0,46652,1554.81,-754.92,39.961,-54.268,30.102,0.5009,-0.7627,0.5699,-0.0566,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8493,"RC2-310B",0,0,49062,1635.16,-793.9299999999999,42.026,-57.072,31.658,0.5268,-0.8022,0.5994,-0.0595,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8494,"RC2-320B",0,0,51270,1708.74,-829.66,43.917,-59.641,33.082,0.5505,-0.8381999999999999,0.6263,-0.0622,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8495,"RC2-340B",0,0,54440,1814.39,-880.96,46.632,-63.328,35.128,0.5845,-0.8901,0.6651,-0.066,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8496,"RC2-370B",0,0,59549,1984.66,-963.63,51.008,-69.271,38.424,0.6394,-0.9736,0.7275,-0.0722,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8497,"RC2-410B",0,0,65237,2174.23,-1055.68,55.88,-75.88800000000001,42.094,0.7004,-1.0666,0.797,-0.0791,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8498,"RC2-470B",0,0,75605,2519.78,-1223.45,64.761,-87.949,48.784,0.8118,-1.2361,0.9236,-0.0917,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8499,"RC2-510B",0,0,79824,2660.4,-1291.73,68.376,-92.857,51.507,0.8571,-1.3051,0.9752,-0.0968,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8500,"RC2-550B",0,0,88753,2957.98,-1436.22,76.024,-103.244,57.268,0.9529,-1.4511,1.0843,-0.1076,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8501,"RC2-580B",0,0,94117,3136.76,-1523.02,80.619,-109.484,60.73,1.0105,-1.5388,1.1498,-0.1141,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8502,"RC2-620B",0,0,99158,3304.75,-1604.59,84.93600000000001,-115.347,63.982,1.0646,-1.6212,1.2114,-0.1202,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8503,"RC2-710B",0,0,114171,3805.13,-1847.54,97.797,-132.812,73.67,1.2258,-1.8667,1.3948,-0.1384,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8504,"RC2-790B",0,0,125393,4179.12,-2029.13,107.409,-145.865,80.91,1.3463,-2.0501,1.5319,-0.152,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8505,"RC2-830B",0,0,133621,4453.36,-2162.28,114.457,-155.437,86.22,1.4347,-2.1847,1.6324,-0.162,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8506,"RC2-930B",0,0,149009,4966.2,-2411.29,127.638,-173.337,96.149,1.5999,-2.4363,1.8204,-0.1806,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8507,"RC2-100A",0,0,30968,1080.84,-1417.63,21.188,-50.565,35.835,0.1784,-0.5431,0.5886,-0.2067,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8508,"RC2-1020A",0,0,288255,9763.4,-12116.44,188.851,-434.684,298.579,1.441,-4.6622,4.8184,-1.5095,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8509,"RC2-1130A",0,0,339182,11903.68,-14722.17,231.393,-532.374,361.363,1.7429,-5.6827,5.9158,-1.8915,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8510,"RC2-1270A",0,0,335279,10229.52,-13262.17,191.802,-448.527,327.497,1.5534,-4.7867,4.9127,-1.5284,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8511,"RC2-140A",0,0,42055,1496.91,-1925.53,29.264,-68.20999999999999,47.422,0.238,-0.7252,0.7696,-0.2649,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8512,"RC2-1530A",0,0,422095,14753.44,-18253.72,286.629,-659.489,448.247,2.1621,-7.0433,7.3263,-2.3372,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8513,"RC2-180A",0,0,49076,1728.82,-2137.4,33.623,-77.355,52.442,0.2529,-0.8253,0.8598,-0.2755,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8514,"RC2-200A",0,0,59058,2124.55,-2673.8,41.606,-97.708,66.715,0.3259,-1.0438,1.1175,-0.3746,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8515,"RC2-230A",0,0,76269,2717.62,-3482.1,53.182,-123.039,85.295,0.428,-1.309,1.3781,-0.4715,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8516,"RC2-260A",0,0,77942,2773.72,-3547.74,54.271,-125.498,86.917,0.4357,-1.3358,1.4051,-0.479,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8517,"RC2-300A",0,0,84287,2987.98,-3691.95,58.162,-133.799,90.521,0.4365,-1.4263,1.4878,-0.4783,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8518,"RC2-310A",0,0,90215,3209.23,-3964.04,62.498,-143.768,97.15600000000001,0.4685,-1.5319,1.599,-0.5151,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8519,"RC2-320A",0,0,84614,2866.56,-3557.34,55.449,-127.628,87.65900000000001,0.4231,-1.3688,1.4148,-0.4433,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8520,"RC2-340A",0,0,95891,3372.93,-4170.66,65.586,-150.892,102.346,0.4936,-1.6102,1.677,-0.5369,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8521,"RC2-370A",0,0,98097,3311.46,-4110.9,64.02200000000001,-147.368,101.341,0.4891,-1.5813,1.6332,-0.5106000000000001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8522,"RC2-410A",0,0,115173,4037.39,-4993.88,78.47,-180.54,122.593,0.5913,-1.9274,2.006,-0.641,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8523,"RC2-430A",0,0,126981,4537.5,-5619.18,89.38500000000001,-204.006,137.763,0.6931,-2.1953,2.2743,-0.7362,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8524,"RC2-470A",0,0,127558,4409.31,-5461.22,85.533,-196.824,134.272,0.6478,-2.1052,2.1849,-0.6927,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8525,"RC2-510A",0,0,139015,4835.24,-5985.2,93.876,-216.006,147.055,0.7094,-2.3084,2.3988,-0.7632,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8526,"RC2-550A",0,0,145749,4958.19,-6150.53,95.964,-220.872,151.49,0.7311,-2.3675,2.4491,-0.7692,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8527,"RC2-580A",0,0,142431,4523.61,-5759.39,86.104,-199.725,142.235,0.6851,-2.1411,2.1998,-0.6849,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8528,"RC2-620A",0,0,160299,5394.38,-6698.71,104.246,-239.965,165.193,0.7973,-2.576,2.6587,-0.8297,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8529,"RC2-710A",0,0,184227,6189.04,-7686.81,119.574,-275.253,189.596,0.9151,-2.9556,3.0494,-0.9506,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8530,"RC2-790A",0,0,194102,6352.02,-7909.82,122.255,-281.519,195.682,0.945,-3.034,3.1128,-0.9547,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8531,"RC2-830A",0,0,215432,7179.61,-8924.15,138.551,-318.972,220.316,1.0636,-3.4288,3.5316,-1.0956,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8532,"RC2-930A",0,0,235011,7389.63,-9391.02,140.58,-325.791,232.375,1.1201,-3.5029,3.5864,-1.1036,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8533,"RC2-100AV",0,0,14592,417.4,-403.98,12.885,-24.976,16.339,0.1534,-0.3882,0.3538,-0.08459999999999999,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8534,"RC2-1020AV",0,0,145502,4630.89,-3609.34,150.818,-247.93,141.265,1.5162,-4.0839,3.192,-0.5466,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8535,"RC2-1130AV",0,0,175176,5580.27,-4995.43,178.922,-301.293,182.741,1.9076,-4.8553,3.886,-0.8097,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8536,"RC2-1270AV",0,0,164136,4376.59,-3046.96,154.198,-238.558,138.804,1.6532,-4.2817,3.1296,-0.3757,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8537,"RC2-140AV",0,0,20234,672.15,-597.39,20.885,-37.195,22.247,0.2142,-0.5797,0.4929,-0.1086,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8538,"RC2-1530AV",0,0,217623,6906.22,-6123.11,222.096,-372.861,225.391,2.3644,-6.0295,4.8105,-0.9865,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8539,"RC2-180AV",0,0,25386,811.52,-732.87,25.949,-43.819,26.659,0.277,-0.7039,0.5649999999999999,-0.1194,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8540,"RC2-200AV",0,0,30288,948.6799999999999,-944.4,29.505,-53.666,34.535,0.3247,-0.8355,0.7228,-0.1784,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8541,"RC2-230AV",0,0,36329,1190.37,-1051.51,37.336,-65.544,39.233,0.3863,-1.0319,0.8641,-0.186,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8542,"RC2-260AV",0,0,37262,1218.05,-1074.8,38.266,-67.01000000000001,40.116,0.3965,-1.0568,0.8826000000000001,-0.1892,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
8543,"RC2-300AV",0,0,43718,1405.68,-1287.85,44.743,-75.907,46.416,0.4787,-1.2128,0.9782999999999999,-0.2117,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
