IDCompressor,Description,Tcmax,Tcmin,Temax,Temin,Var01,Var02,Var03,Var04,Var05,Var06,Var07,Var08,Var09,Var10,Var11,Var12,FattMolt,RPSmin,RPSmax,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24
4948,"44VCS-20.2",63,20,12.5,-30,83600.20599,3096.236497,-702.7172363,40.11929514,-27.62062958,-2.245536294,0.187489136,-0.293236539,0.035642578,0.031733528,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4949,"2CC-3.2Y",65,20,12.5,-30,12854.04116,504.5000961,-130.4858936,7.253572481,-4.363512222,0.227953025,0.034853592,-0.054077806,0.0027423,1.99753e-05,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4950,"2CC-4.2Y",80,20,10,-30,12976.51204,500.2556154,-139.830732,6.962154165,-4.395421156,0.402977307,0.032294945,-0.050366573,0.00443831,-0.000829917,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4951,"2DC-2.2Y",65,20,12.5,-30,10092.54408,400.9701391,-99.09733799,5.849515369,-3.45146128,0.075843224,0.027737017,-0.044855414,0.001715201,0.00086214,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4952,"2DC-3.2Y",80,20,10,-30,10338.28673,397.6461327,-118.743997,5.593785099,-3.520290715,0.49840642,0.025782442,-0.041089008,0.004029006,-0.001778667,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4953,"2EC-2.2Y",65,20,12.5,-30,8514.696604000001,335.0503252,-85.97121749,4.825303,-2.871797738,0.132748847,0.023190597,-0.035953102,0.001481634,0.000157184,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4954,"2EC-3.2Y",80,20,10,-30,8643.861488,333.1034813,-96.14978262,4.693509538,-2.914419173,0.334885365,0.02161337,-0.034509148,0.002792428,-0.00092004,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4955,"2JC-07.2Y",80,20,10,-30,3864.657923,153.5802641,-47.62946591,2.233608818,-1.181478971,0.258971988,0.010373395,-0.016135279,-0.000102821,-0.000992157,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4956,"2KC-05.2Y",80,20,10,-30,3111.928319,122.7266588,-41.98076798,1.785396788,-0.999458929,0.290263009,0.008224907,-0.013329716,0.000350692,-0.001368896,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4957,"4CC-6.2Y",65,20,12.5,-30,25389.07036,1006.052689,-245.385682,14.614407,-8.65609845,0.111119406,0.069532385,-0.111139719,0.00402614,0.002625344,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4958,"4CC-9.2Y",80,20,10,-30,25513.74601,995.1765360000001,-258.1993613,14.2165794,-8.309360763999999,0.499742922,0.064488369,-0.106321974,0.001438633,-0.000859029,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4959,"4DC-5.2Y",65,20,12.5,-30,21353.68107,835.5472975,-219.4468589,11.98082915,-7.052614973,0.460421066,0.058232103,-0.086910634,0.003217276,-0.000665536,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,"4DC-7.2Y",80,20,10,-30,21630.57637,834.1646437000001,-240.5447351,11.76620794,-7.262848445,0.844392615,0.054234072,-0.086240044,0.006827327,-0.002359195,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4961,"4EC-4.2Y",65,20,12.5,-30,17440.40029,717.5606123,-152.4856414,10.73031333,-6.45495338,-0.324327731,0.049884215,-0.08572657,0.006755296,0.003937679,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4962,"4EC-6.2Y",80,20,10,-30,17582.8101,698.9381077,-167.5109395,10.0547529,-5.994101629,0.08446134399999999,0.044896943,-0.07597836099999999,0.004328205,0.000643965,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4963,"4FC-3.2Y",65,20,12.5,-30,13786.29418,543.6172438999999,-142.7713596,7.837090889,-4.515796746,0.313118458,0.03810067,-0.056725362,0.001508139,-0.000408748,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4964,"4FC-5.2Y",80,20,10,-30,14098.7348,544.8342138,-167.9575897,7.814190342,-4.674957761,0.864951468,0.035715657,-0.058645149,0.003557622,-0.003919274,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4965,"4FE-25Y",60,9.4,3,-25,80728.93457,3244.946603,-698.0470371,47.01667405,-27.03076923,-0.043701422,0.240181123,-0.355578093,0.014747652,0.000598435,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4966,"4FE-35Y",80,9.4,10,-25,79799.05714,3346.140716,-647.4746225,51.44825131,-26.19360039,-1.097633461,0.239128435,-0.396173304,-0.016460678,0.004987372,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4967,"4GE-20Y",60,9.4,3,-25,67343.74108000001,2706.076992,-581.5302255,39.20965746,-22.5176701,-0.038267563,0.200356801,-0.296211445,0.012160904,0.000485581,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4968,"4GE-30Y",80,9.4,10,-25,67280.74430999999,2817.154145,-544.1920307,43.29777445,-21.99613616,-0.909698997,0.201421464,-0.332865898,-0.014120066,0.00400957,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4969,"4HE-15Y",60,9.4,3,-25,59303.35162,2372.611522,-512.6536914,34.15392464,-16.59572197,-0.944184701,0.180716009,-0.208528164,-0.021295919,0.01157726,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4970,"4HE-25Y",80,9.4,10,-25,57050.94315,2378.803246,-390.9789293,36.47296735,-16.25909052,-2.598150972,0.173794056,-0.262293882,-0.038687927,0.014160951,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4971,"4JE-13Y",60,9.4,3,-25,50663.31679,2028.114863,-439.1318105,29.19192909,-14.19727392,-0.811620771,0.15442526,-0.178318063,-0.018252504,0.010005298,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4972,"4JE-22Y",80,9.4,10,-25,49063.77354,2029.468351,-355.5270946,30.99017695,-13.6449478,-2.001280447,0.152345616,-0.210832421,-0.032793352,0.011441753,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4973,"4NES-12Y",60,9.4,3,-25,46111.19206,1968.492072,-475.8887731,29.29811912,-18.50720839,0.609501266,0.14300014,-0.231057861,0.019717081,-0.001177126,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4974,"4NES-20Y",80,9.4,10,-25,46379.84118,1934.791547,-472.0463277,28.63856187,-17.10216477,0.628813458,0.131541621,-0.222097418,0.019195626,-0.002583733,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4975,"4PES-10Y",60,9.4,3,-25,39660.40097,1674.819847,-405.3322673,24.74823341,-15.30988306,0.525865856,0.121604044,-0.190927993,0.014671727,-0.001638369,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4976,"4PES-15Y",80,9.4,10,-25,39733.11092,1637.767567,-416.1421002,24.10464115,-13.96680785,1.19033896,0.112751129,-0.180106996,0.009827883000000001,-0.010521974,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4977,"4TES-12Y",80,9.4,10,-25,33281.34093,1363.564717,-323.6853886,20.06921332,-10.93695072,0.342562206,0.09547631500000001,-0.145142454,-0.001085116,-0.004189462,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4978,"4TES-8Y",60,9.4,3,-25,33452.07079,1392.380832,-330.967449,20.44752245,-12.25428755,0.214674115,0.101484898,-0.153703862,0.009315201,-0.00033508,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4979,"4VES-10Y",80,9.4,10,-25,27450.66149,1119.517072,-238.4115138,16.49391824,-8.436427844000001,-0.608907475,0.079393699,-0.115904137,-0.008025394999999999,0.004466429,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4980,"4VES-6Y",60,9.4,3,-20,27732.18465,1132.465128,-256.7800802,16.55989486,-9.459264745,-0.251816905,0.08336842899999999,-0.120565367,0.004186404,0.002220005,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4981,"6FE-40Y",60,9.4,3,-25,118944.093,4892.484673,-869.5160691,73.7337754,-35.15249483,-4.096561598,0.376713308,-0.534260187,-0.07085198400000001,0.022846036,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4982,"6GE-30Y",60,9.4,3,-25,98587.23238,4033.76041,-700.8640172,60.67560963,-28.84844061,-3.359941127,0.310371016,-0.440599627,-0.057235694,0.018336862,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4983,"6GE-40Y",80,9.4,10,-25,99956.70842,4189.206226,-810.1099976,64.40152913,-32.76271501,-1.366436367,0.299429107,-0.495625873,-0.020748629,0.006142149,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4984,"6HE-25Y",60,9.4,3,-25,85203.79248,3471.03039,-613.5994934,51.54419189,-23.00459749,-1.154512475,0.272031918,-0.331239708,-0.048243392,-0.023489752,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4985,"6HE-35Y",80,9.4,10,-25,85653.9296,3571.436939,-586.9996153,54.75900669,-24.41072694,-3.900756555,0.260927217,-0.3937972,-0.058084455,0.021260666,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4986,"6JE-22Y",60,9.4,3,-25,72418.84617999999,2919.28422,-424.6352493,43.30718319,-15.52430576,-4.933621714,0.239063211,-0.239762415,-0.081721878,0.02451797,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4987,"6JE-33Y",80,9.4,10,-25,73634.2932,3045.800533,-533.5705845,46.50966713,-20.47816575,-3.003496481,0.228638381,-0.316414641,-0.04921585,0.017171639,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4988,"22CC-6.2Y",65,20,12.5,-30,25708.08232,1009.000192,-260.9717872,14.50714496,-8.727024444,0.455906049,0.06970718400000001,-0.108155612,0.0054846,3.99507e-05,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4989,"22CC-8.2Y",80,20,10,-30,25953.02407,1000.511231,-279.661464,13.92430833,-8.790842312000001,0.805954613,0.064589891,-0.100733146,0.008876619000000001,-0.001659834,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4990,"22DC-4.2Y",65,20,12.5,-30,20185.08816,801.9402782,-198.194676,11.69903074,-6.902922561,0.151686449,0.055474033,-0.08971082800000001,0.003430402,0.00172428,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4991,"22DC-6.2Y",80,20,10,-30,20676.57347,795.2922653000001,-237.4879939,11.1875702,-7.040581431,0.996812839,0.051564885,-0.08217801499999999,0.008058012,-0.003557335,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4992,"22EC-4.2Y",65,20,12.5,-30,17029.39321,670.1006503,-171.942435,9.650606,-5.743595476,0.265497694,0.046381193,-0.071906205,0.002963268,0.000314368,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4993,"22EC-6.2Y",80,20,10,-30,17287.72298,666.2069626,-192.2995652,9.387019076,-5.828838347,0.669770731,0.043226739,-0.06901829700000001,0.005584855,-0.001840079,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4994,"44CC-18.2Y",80,20,10,-30,51027.49202,1990.353072,-516.3987226,28.4331588,-16.61872153,0.999485845,0.128976738,-0.212643947,0.002877266,-0.001718058,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4995,"44DC-10.2Y",65,20,12.5,-30,42707.36215,1671.094595,-438.8937177,23.96165831,-14.10522995,0.920842132,0.116464205,-0.173821267,0.006434551,-0.001331073,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4996,"44GE-40Y",60,9.4,3,-25,134687.4822,5412.153985,-1163.060451,78.41931492000001,-45.03534021,-0.076535125,0.400713602,-0.59242289,0.024321807,0.000971162,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4997,"44GE-60Y",80,9.4,10,-25,134561.4886,5634.30829,-1088.384061,86.59554889,-43.99227232,-1.819397995,0.402842929,-0.665731796,-0.028240133,0.008019139,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4998,"44HE-30Y",60,9.4,3,-25,118606.7032,4745.223043,-1025.307383,68.30784928,-33.19144395,-1.888369403,0.361432018,-0.417056328,-0.042591838,0.02315452,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4999,"44HE-44Y",65,30,10,-20,118606.7032,4745.223043,-1025.307383,68.30784928,-33.19144395,-1.888369403,0.361432018,-0.417056328,-0.042591838,0.02315452,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,"44HE-50Y",80,9.4,10,-25,114101.8863,4757.606492,-781.9578586,72.9459347,-32.51818104,-5.196301945,0.347588111,-0.524587763,-0.07737585299999999,0.028321901,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,"44JE-26Y",60,9.4,3,-25,101326.6336,4056.229726,-878.2636209,58.38385817,-28.39454783,-1.623241541,0.308850521,-0.356636127,-0.036505007,0.020010597,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,"44JE-44Y",80,9.4,10,-25,98127.54707,4058.936702,-711.0541891,61.98035389,-27.2898956,-4.002560893,0.304691232,-0.421664841,-0.065586705,0.022883506,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,"44NES-24Y",60,9.4,3,-25,92222.38412,3936.984143,-951.7775462,58.59623824,-37.01441677,1.219002531,0.28600028,-0.462115721,0.039434162,-0.002354253,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5004,"44PES-20Y",60,9.4,3,-25,79320.80194,3349.639694,-810.6645347,49.49646682,-30.61976612,1.051731712,0.243208088,-0.381855986,0.029343453,-0.003276738,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,"44PES-30Y",80,9.4,10,-25,79466.22184,3275.535134,-832.2842003,48.2092823,-27.9336157,2.380677919,0.225502258,-0.360213993,0.019655767,-0.021043948,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5006,"44TES-16Y",60,9.4,3,-25,66904.14157000001,2784.761665,-661.934898,40.8950449,-24.50857511,0.42934823,0.202969795,-0.307407725,0.018630401,-0.00067016,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5007,"44TES-24Y",80,9.4,10,-25,66562.68186,2727.129435,-647.3707772,40.13842664,-21.87390144,0.685124411,0.190952629,-0.290284909,-0.002170232,-0.008378923999999999,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5008,"44VES-12Y",60,9.4,3,-25,55464.36929,2264.930255,-513.5601604,33.11978972,-18.91852949,-0.50363381,0.166736859,-0.241130735,0.008372806999999999,0.004440011,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,"44VES-20Y",80,9.4,10,-25,54901.32298,2239.034143,-476.8230275,32.98783647,-16.87285569,-1.217814949,0.158787398,-0.231808273,-0.016050791,0.008932857000000001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5010,"66FE-80Y",60,9.4,3,-25,237888.186,9784.969345,-1739.032138,147.4675508,-70.30498965,-8.193123196,0.753426616,-1.068520374,-0.141703968,0.045692072,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,"66GE-60Y",60,9.4,3,-25,197174.4648,8067.52082,-1401.728034,121.3512193,-57.69688122,-6.719882253,0.620742032,-0.881199254,-0.114471388,0.036673725,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5012,"66GE-80Y",80,9.4,10,-25,199913.4168,8378.412451,-1620.219995,128.8030583,-65.52543003,-2.732872734,0.598858213,-0.991251746,-0.041497258,0.012284297,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,"66HE-50Y",60,9.4,3,-25,170407.585,6942.06078,-1227.198987,103.0883838,-46.00919498,-2.309024949,0.544063835,-0.662479415,-0.09648678400000001,-0.046979504,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5014,"66HE-70Y",80,9.4,10,-25,171307.8592,7142.873877,-1173.999231,109.5180134,-48.82145388,-7.80151311,0.521854433,-0.7875944,-0.11616891,0.042521332,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,"66JE-44Y",60,9.4,3,-25,144837.6924,5838.568439,-849.2704985,86.61436639,-31.04861152,-9.867243428,0.478126422,-0.47952483,-0.163443756,0.049035939,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5016,"66JE-66Y",80,9.4,10,-25,147268.5864,6091.601067,-1067.141169,93.01933425999999,-40.95633151,-6.006992963,0.457276763,-0.632829282,-0.0984317,0.034343278,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,"2CC-3.2Y",55,20,5,-45,22256.44721,738.9097913000001,-259.3601968,8.412520161,-7.262068132,0.573247001,0.030629911,-0.065261298,0.003131825,-0.002597203,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5018,"2CC-4.2Y",55,20,7.5,-40,22354.6418,765.2005503,-258.0015679,9.268616852999999,-7.688948464,0.483780293,0.035861844,-0.078810968,0.000910308,-0.002237955,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5019,"2DC-2.2Y",55,20,5,-45,18249.99113,602.5295546999999,-219.1878582,6.829862128,-6.022214122,0.569613741,0.025086245,-0.052354857,0.004681997,-0.002753275,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5020,"2DC-3.2Y",55,20,7.5,-40,18297.42676,625.9232268,-210.4435497,7.609311941,-6.238913122,0.41563214,0.029518231,-0.06430222300000001,0.001128229,-0.002618779,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5021,"2EC-2.2Y",55,20,5,-45,15431.12767,509.1887621,-182.4460631,5.770562902,-5.002705558,0.472239353,0.021327208,-0.043509784,0.003469118,-0.002266422,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5022,"2EC-3.2Y",55,20,7.5,-40,15608.72857,534.0109556,-177.4220759,6.504662017,-5.252549689,0.360334602,0.025315713,-0.054580973,0.000385703,-0.002465354,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023,"2JC-07.2Y",55,20,7.5,-45,7457.620599,255.1342893,-101.0632442,3.002495982,-2.832602531,0.413325992,0.011508254,-0.025587477,0.004132305,-0.002016151,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024,"2KC-05.2Y",55,20,7.5,-45,5886.483732,202.3344986,-87.30675463,2.345298681,-2.398281323,0.376601462,0.008827799000000001,-0.020899372,0.004049267,-0.001185399,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,"4CC-6.2Y",55,20,5,-45,43917.26763,1454.213877,-489.2752671,16.63976275,-13.83523849,0.8467387159999999,0.061445918,-0.125803825,0.003271809,-0.004980903,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5026,"4CC-9.2Y",55,20,7.5,-40,45483.95778,1556.187766,-578.1027643,18.89878584,-17.08023914,2.49000651,0.07136917600000001,-0.172289061,0.020732243,-0.015756818,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5027,"4DC-5.2Y",55,20,5,-45,38206.269,1270.979535,-451.9551901,14.41388234,-12.95966653,0.726502583,0.051788853,-0.115681248,0.007089998,-0.000876003,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5028,"4DC-7.2Y",55,20,7.5,-40,37738.14533,1290.452639,-447.1721802,15.73699117,-12.86716675,0.993631195,0.060439012,-0.135836828,-0.001468141,-0.005435757,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029,"4EC-4.2Y",55,20,5,-45,31547.67376,1048.121238,-377.9559656,11.85307834,-10.8162185,0.6008855829999999,0.04251416,-0.09560697999999999,0.006813659,-0.000261993,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5030,"4EC-6.2Y",55,20,7.5,-40,32005.61403,1094.131735,-379.8122304,13.18161473,-11.31832166,0.699806216,0.050748169,-0.113368519,0.004777038,-0.002381508,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,"4FC-3.2Y",55,20,5,-45,24608.50862,812.4042496,-293.3891808,9.226299958,-8.024958031000001,0.819472703,0.033966191,-0.070314342,0.005456748,-0.004333286,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5032,"4FC-5.2Y",55,20,7.5,-40,24899.96868,850.3809728,-291.2297671,10.30271453,-8.625560269999999,0.621802204,0.039779316,-0.088046127,0.002362738,-0.003508725,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,"4G-20.2Y",65,30,10,-20,115657.6268,3822.911107,-1287.796278,45.33821928,-32.60517212,5.233557523,0.168204693,-0.356784587,-0.059580637,-0.062001038,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5034,"4G-30.2Y",65,30,10,-20,116401.4605,3965.900149,-1301.925175,48.97981947,-36.24696331,4.179029233,0.192496201,-0.404254299,-0.025880355,-0.038007985,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5035,"4H-15.2Y",65,30,10,-20,101870.086,3362.424573,-1136.381071,38.53677542,-31.75531612,2.755499499,0.147267396,-0.27589161,0.021864125,-0.016411386,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5036,"4H-25.2Y",65,30,10,-20,104679.5153,3570.272337,-1312.751496,43.05814178,-36.16438611,6.238793184,0.168423116,-0.357462349,0.023034702,-0.042250787,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5037,"4J-13.2Y",65,30,10,-20,88345.21745,2944.435095,-989.6559238,33.80691631,-27.56222559,2.098053805,0.128694199,-0.244315884,0.007915737000000001,-0.009794875,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5038,"4J-22.2Y",65,30,10,-20,87471.89812,3022.365119,-936.2524627,36.90991768,-27.94853018,1.173688946,0.146327058,-0.297143329,-0.016586977,-0.006388739,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,"4NCS-12.2Y",55,20,5,-45,73962.63458,2498.265145,-650.2582545,29.08344508,-20.21807474,-2.333169856,0.111600873,-0.199528048,-0.03251291,0.012224443,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040,"4NCS-20.2Y",55,20,7.5,-40,79372.70722,2705.250142,-838.1747820000001,32.39073756,-23.77526362,0.756142766,0.134717658,-0.234140952,-0.022177423,-0.012379683,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041,"4PCS-10.2Y",55,20,5,-45,66909.90449,2225.931715,-692.708814,25.46521251,-19.8166006,-0.430745453,0.09796046999999999,-0.177610901,-0.008074028,0.007049503,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5042,"4PCS-15.2Y",55,20,7.5,-40,67861.47485,2420.538226,-671.4709597,29.64365803,-22.71890235,-0.256269877,0.11544301,-0.248381089,-0.020568788,-0.009732831000000001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5043,"4TCS-12.2Y",55,20,7.5,-40,57105.22933,2014.887296,-547.2538479999999,24.98189867,-18.64615942,-1.596934714,0.096240952,-0.215353517,-0.026311029,0.009952005,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5044,"4TCS-8.2Y",55,20,5,-45,56856.34295,1903.579535,-533.8294569,22.04459257,-16.22295926,-1.885659748,0.08348135499999999,-0.158295335,-0.023269182,0.015465209,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,"4VCS-10.2Y",55,20,7.5,-40,47020.53546,1661.55546,-384.3521097,19.85880361,-15.49289171,-4.017463412,0.07972043299999999,-0.15650382,-0.011351444,0.037434362,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5046,"4VCS-6.2Y",55,20,5,-45,46375.72891,1573.837114,-419.9239839,18.28330492,-13.6908234,-1.89578607,0.06912674100000001,-0.134499472,-0.017770776,0.013668786,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5047,"6F-40.2Y",65,30,10,-20,209873.2994,6955.420779,-2434.630026,79.56586752,-66.56887159,7.204933725,0.303132059,-0.57684229,0.047529617,-0.040956467,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5048,"6G-30.2Y",65,30,10,-20,178484.8275,5780.256746,-2469.462152,67.11798760000001,-55.71483503,19.2319339,0.25084645,-0.51630982,0.030675481,-0.149271522,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5049,"6G-40.2Y",65,30,10,-20,175542.4393,6058.454885,-1960.040228,74.62702292,-58.30688106,5.135034861,0.289382544,-0.636135834,-0.015444439,-0.041856066,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050,"6H-25.2Y",65,30,10,-20,154423.9738,5181.66334,-1756.826063,60.98738489,-48.05991439,5.442678193,0.224636634,-0.482054582,-0.026917845,-0.048126345,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,"6H-35.2Y",65,30,10,-20,152495.8763,5260.449796,-1636.945465,64.1633126,-49.23081666,1.745185471,0.253593156,-0.5202393360000001,-0.024815678,-0.008051411,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5052,"6J-22.2Y",65,30,10,-20,126188.9959,4223.462031,-1263.480949,48.9742875,-36.40453744,0.969225562,0.190081094,-0.33217236,-0.003309185,-0.006303973,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,"6J-33.2Y",65,30,10,-20,134002.7105,4588.57393,-1490.511366,56.15317689,-41.72246353,2.48099619,0.223858419,-0.446571216,-0.033093311,-0.010012907,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5054,"22CC-6.2Y",55,20,-5,-45,44512.89442,1477.819583,-518.7203937,16.82504032,-14.52413626,1.146494001,0.061259823,-0.130522596,0.006263651,-0.005194406,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,"22CC-8.2Y",55,20,7.5,-40,44709.2836,1530.401101,-516.0031359,18.53723371,-15.37789693,0.9675605859999999,0.07172368799999999,-0.157621936,0.001820615,-0.00447591,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5056,"22DC-4.2Y",55,20,-5,-45,36499.98226,1205.05911,-438.3757164,13.65972426,-12.04442824,1.139227481,0.05017249,-0.104709713,0.009363994,-0.005506551,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,"22DC-6.2Y",55,20,7.5,-40,36594.85353,1251.846454,-420.8870994,15.21862388,-12.47782624,0.831264281,0.059036462,-0.128604446,0.002256458,-0.005237558,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
